"ContextId","Alias","GeoLevel","LocationAvivGeoId","LocationName","WhiteLabelUrl"
"91383","buy:apartment:reducedmobilityaccess","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/acces-handicape/ile-de-france/paris-75/ad06fr76"
"91383","buy:apartment:reducedmobilityaccess","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/acces-handicape/ile-de-france/paris-75000/ad08fr31096"
"91383","buy:apartment:reducedmobilityaccess","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/acces-handicape/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"25739","buy:apartment:roofstoreyonly","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/dernier-etage/france/ad02fr1"
"25739","buy:apartment:roofstoreyonly","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/dernier-etage/ile-de-france/ad04fr5"
"25739","buy:apartment:roofstoreyonly","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/dernier-etage/ile-de-france/paris-75/ad06fr76"
"25739","buy:apartment:roofstoreyonly","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/dernier-etage/ile-de-france/paris-75000/ad08fr31096"
"25739","buy:apartment:roofstoreyonly","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/dernier-etage/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"16282","buy:apartment:seaside","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/proche-mer/france/ad02fr1"
"16282","buy:apartment:seaside","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/proche-mer/ile-de-france/ad04fr5"
"16282","buy:apartment:seaside","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/proche-mer/ile-de-france/paris-75/ad06fr76"
"16282","buy:apartment:seaside","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/proche-mer/ile-de-france/paris-75000/ad08fr31096"
"16282","buy:apartment:seaside","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/proche-mer/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"57172","buy:apartment:swimmingpool","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/piscine/france/ad02fr1"
"57172","buy:apartment:swimmingpool","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/piscine/ile-de-france/ad04fr5"
"57172","buy:apartment:swimmingpool","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/piscine/ile-de-france/paris-75/ad06fr76"
"57172","buy:apartment:swimmingpool","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/piscine/ile-de-france/paris-75000/ad08fr31096"
"57172","buy:apartment:swimmingpool","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/piscine/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"17240","buy:apartment:terrace","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/balcon-terrasse/france/ad02fr1"
"17240","buy:apartment:terrace","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/balcon-terrasse/ile-de-france/ad04fr5"
"17240","buy:apartment:terrace","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/balcon-terrasse/ile-de-france/paris-75/ad06fr76"
"17240","buy:apartment:terrace","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/balcon-terrasse/ile-de-france/paris-75000/ad08fr31096"
"17240","buy:apartment:terrace","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/balcon-terrasse/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"98669","buy:apartment:torenovate","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/avec-travaux/france/ad02fr1"
"98669","buy:apartment:torenovate","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/avec-travaux/ile-de-france/ad04fr5"
"98669","buy:apartment:torenovate","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/avec-travaux/ile-de-france/paris-75/ad06fr76"
"98669","buy:apartment:torenovate","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/avec-travaux/ile-de-france/paris-75000/ad08fr31096"
"98669","buy:apartment:torenovate","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/avec-travaux/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"67357","buy:apartment:bedrooms-1","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-1/france/ad02fr1"
"67357","buy:apartment:bedrooms-1","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-1/ile-de-france/ad04fr5"
"67357","buy:apartment:bedrooms-1","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-1/ile-de-france/paris-75/ad06fr76"
"67357","buy:apartment:bedrooms-1","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-1/ile-de-france/paris-75000/ad08fr31096"
"67357","buy:apartment:bedrooms-1","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-1/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"42585","buy:apartment:bedrooms-2","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-2/france/ad02fr1"
"42585","buy:apartment:bedrooms-2","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-2/ile-de-france/ad04fr5"
"42585","buy:apartment:bedrooms-2","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-2/ile-de-france/paris-75/ad06fr76"
"42585","buy:apartment:bedrooms-2","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-2/ile-de-france/paris-75000/ad08fr31096"
"42585","buy:apartment:bedrooms-2","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-2/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"11999","buy:apartment:bedrooms-3","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-3/france/ad02fr1"
"11999","buy:apartment:bedrooms-3","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-3/ile-de-france/ad04fr5"
"11999","buy:apartment:bedrooms-3","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-3/ile-de-france/paris-75/ad06fr76"
"11999","buy:apartment:bedrooms-3","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-3/ile-de-france/paris-75000/ad08fr31096"
"11999","buy:apartment:bedrooms-3","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-3/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"11243","buy:apartment:bedrooms-4","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-4/france/ad02fr1"
"11243","buy:apartment:bedrooms-4","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-4/ile-de-france/ad04fr5"
"11243","buy:apartment:bedrooms-4","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-4/ile-de-france/paris-75/ad06fr76"
"11243","buy:apartment:bedrooms-4","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-4/ile-de-france/paris-75000/ad08fr31096"
"11243","buy:apartment:bedrooms-4","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-4/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"78535","buy:apartment:bedrooms-5","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-5/france/ad02fr1"
"78535","buy:apartment:bedrooms-5","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-5/ile-de-france/ad04fr5"
"78535","buy:apartment:bedrooms-5","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-5/ile-de-france/paris-75/ad06fr76"
"78535","buy:apartment:bedrooms-5","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-5/ile-de-france/paris-75000/ad08fr31096"
"78535","buy:apartment:bedrooms-5","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/chambre-5/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"39097","buy:apartment:rooms-1","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/france/ad02fr1"
"39097","buy:apartment:rooms-1","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/ile-de-france/ad04fr5"
"39097","buy:apartment:rooms-1","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/ile-de-france/paris-75/ad06fr76"
"39097","buy:apartment:rooms-1","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/ile-de-france/paris-75000/ad08fr31096"
"39097","buy:apartment:rooms-1","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"39097","buy:apartment:rooms-1","Neighborhood","NBH2FR99","Goutte d'Or-Château Rouge (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/paris-75000/goutte-d-or-chateau-rouge-75018/nbh2fr99"
"58269","buy:apartment:rooms-1:balcony","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/balcon-terrasse/france/ad02fr1"
"58269","buy:apartment:rooms-1:balcony","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/balcon-terrasse/ile-de-france/ad04fr5"
"58269","buy:apartment:rooms-1:balcony","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/balcon-terrasse/ile-de-france/paris-75/ad06fr76"
"58269","buy:apartment:rooms-1:balcony","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/balcon-terrasse/ile-de-france/paris-75000/ad08fr31096"
"58269","buy:apartment:rooms-1:balcony","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/piece-1/balcon-terrasse/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"63050","buy:apartment:rooms-1:cheap","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/pas-cher/piece-1/france/ad02fr1"
"63050","buy:apartment:rooms-1:cheap","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/pas-cher/piece-1/ile-de-france/ad04fr5"
"63050","buy:apartment:rooms-1:cheap","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/pas-cher/piece-1/ile-de-france/paris-75/ad06fr76"
"63050","buy:apartment:rooms-1:cheap","Municipality","AD08FR31096","Paris (tous codes postaux)","https://www.logic-immo.com/recherche-immo/vente/appartement/pas-cher/piece-1/ile-de-france/paris-75000/ad08fr31096"
"63050","buy:apartment:rooms-1:cheap","Borough","AD09FR43","Paris 18ème arrondissement (75018)","https://www.logic-immo.com/recherche-immo/vente/appartement/pas-cher/piece-1/paris-75000/paris-18eme-arrondissement-75018/ad09fr43"
"29071","buy:apartment:rooms-1:newbuild","Country","AD02FR1","France","https://www.logic-immo.com/recherche-immo/vente/appartement/projet-neuf/piece-1/france/ad02fr1"
"29071","buy:apartment:rooms-1:newbuild","Region","AD04FR5","Ile-de-France","https://www.logic-immo.com/recherche-immo/vente/appartement/projet-neuf/piece-1/ile-de-france/ad04fr5"
"29071","buy:apartment:rooms-1:newbuild","Province","AD06FR76","Paris (75)","https://www.logic-immo.com/recherche-immo/vente/appartement/projet-neuf/piece-1/ile-de-france/paris-75/ad06fr76"
