"ContextId","Alias","GeoLevel","LocationAvivGeoId","LocationName","LocationSlug","ExampleUrl","WhiteLabelUrl"
"72243","buy:apartment:balcony","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/wohnung-mit-balkon","https://www.immowelt.de/suche/kaufen/wohnung/balkon-terrasse/deutschland/ad02de1"
"72243","buy:apartment:balcony","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/wohnung-mit-balkon","https://www.immowelt.de/suche/kaufen/wohnung/balkon-terrasse/hamburg/hamburg-20095/ad08de1113"
"72243","buy:apartment:balcony","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/wohnung-mit-balkon","https://www.immowelt.de/suche/kaufen/wohnung/balkon-terrasse/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"84527","buy:apartment:cellar","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/wohnung-mit-keller","https://www.immowelt.de/suche/kaufen/wohnung/mit-keller/deutschland/ad02de1"
"84527","buy:apartment:cellar","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/wohnung-mit-keller","https://www.immowelt.de/suche/kaufen/wohnung/mit-keller/hamburg/hamburg-20095/ad08de1113"
"84527","buy:apartment:cellar","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/wohnung-mit-keller","https://www.immowelt.de/suche/kaufen/wohnung/mit-keller/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"23871","buy:apartment:commissionfree","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/provisionsfreie-wohnungen","https://www.immowelt.de/suche/kaufen/wohnung/ohne-provision/deutschland/ad02de1"
"23871","buy:apartment:commissionfree","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/provisionsfreie-wohnungen","https://www.immowelt.de/suche/kaufen/wohnung/ohne-provision/hamburg/hamburg-20095/ad08de1113"
"47114","buy:apartment:garden","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/wohnung-mit-garten","https://www.immowelt.de/suche/kaufen/wohnung/mit-garten/deutschland/ad02de1"
"47114","buy:apartment:garden","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/wohnung-mit-garten","https://www.immowelt.de/suche/kaufen/wohnung/mit-garten/hamburg/hamburg-20095/ad08de1113"
"31942","buy:apartment:groundflooronly","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/erdgeschosswohnung","https://www.immowelt.de/suche/kaufen/wohnung/erdgeschoss/deutschland/ad02de1"
"31942","buy:apartment:groundflooronly","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/erdgeschosswohnung","https://www.immowelt.de/suche/kaufen/wohnung/erdgeschoss/hamburg/hamburg-20095/ad08de1113"
"31942","buy:apartment:groundflooronly","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/erdgeschosswohnung","https://www.immowelt.de/suche/kaufen/wohnung/erdgeschoss/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"69083","buy:apartment:inoldbuilding","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/altbauwohnungen/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/jahr--1949/deutschland/ad02de1"
"69083","buy:apartment:inoldbuilding","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/altbauwohnungen/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/jahr--1949/hamburg/hamburg-20095/ad08de1113"
"49766","buy:apartment:newbuild","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/neubauwohnung/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/neubau/deutschland/ad02de1"
"49766","buy:apartment:newbuild","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/neubauwohnung/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/neubau/hamburg/hamburg-20095/ad08de1113"
"49766","buy:apartment:newbuild","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/neubauwohnung/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/neubau/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"42649","buy:apartment:parkinggarage","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/wohnung-mit-garage","https://www.immowelt.de/suche/kaufen/wohnung/mit-parkplatz/deutschland/ad02de1"
"42649","buy:apartment:parkinggarage","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/wohnung-mit-garage","https://www.immowelt.de/suche/kaufen/wohnung/mit-parkplatz/hamburg/hamburg-20095/ad08de1113"
"64472","buy:apartment:privateseller","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/wohnung-von-privat","https://www.immowelt.de/suche/kaufen/wohnung/privat/deutschland/ad02de1"
"64472","buy:apartment:privateseller","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/wohnung-von-privat","https://www.immowelt.de/suche/kaufen/wohnung/privat/hamburg/hamburg-20095/ad08de1113"
"64472","buy:apartment:privateseller","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/wohnung-von-privat","https://www.immowelt.de/suche/kaufen/wohnung/privat/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"92930","buy:apartment:reducedmobilityaccess","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/behindertengerechte-wohnung","https://www.immowelt.de/suche/kaufen/wohnung/behindertengerecht/deutschland/ad02de1"
"92930","buy:apartment:reducedmobilityaccess","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/behindertengerechte-wohnung","https://www.immowelt.de/suche/kaufen/wohnung/behindertengerecht/hamburg/hamburg-20095/ad08de1113"
"92930","buy:apartment:reducedmobilityaccess","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/behindertengerechte-wohnung","https://www.immowelt.de/suche/kaufen/wohnung/behindertengerecht/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"59408","buy:apartment:roofstoreyonly","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/dachgeschosswohnungen","https://www.immowelt.de/suche/kaufen/wohnung/dachgeschoss/deutschland/ad02de1"
"59408","buy:apartment:roofstoreyonly","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/dachgeschosswohnungen","https://www.immowelt.de/suche/kaufen/wohnung/dachgeschoss/hamburg/hamburg-20095/ad08de1113"
"59408","buy:apartment:roofstoreyonly","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/dachgeschosswohnungen","https://www.immowelt.de/suche/kaufen/wohnung/dachgeschoss/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"49002","buy:apartment:torenovate","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/renovierungsbeduerftige-wohnung","https://www.immowelt.de/suche/kaufen/wohnung/renovierungsbeduerftig/deutschland/ad02de1"
"49002","buy:apartment:torenovate","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/renovierungsbeduerftige-wohnung","https://www.immowelt.de/suche/kaufen/wohnung/renovierungsbeduerftig/hamburg/hamburg-20095/ad08de1113"
"18293","buy:apartment:investment","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnung-als-kapitalanlage/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/kapitalanlage/deutschland/ad02de1"
"18293","buy:apartment:investment","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnung-als-kapitalanlage/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/kapitalanlage/hamburg/hamburg-20095/ad08de1113"
"18293","buy:apartment:investment","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnung-als-kapitalanlage/kaufen","https://www.immowelt.de/suche/kaufen/wohnung/kapitalanlage/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"65710","buy:apartment:rooms-1","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen?roomi=1&rooma=1","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-1/deutschland/ad02de1"
"65710","buy:apartment:rooms-1","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen?roomi=1&rooma=1","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-1/hamburg/hamburg-20095/ad08de1113"
"65710","buy:apartment:rooms-1","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen?roomi=1&rooma=1","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-1/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"41195","buy:apartment:rooms-2","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen?roomi=2&rooma=2","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-2/deutschland/ad02de1"
"41195","buy:apartment:rooms-2","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen?roomi=2&rooma=2","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-2/hamburg/hamburg-20095/ad08de1113"
"41195","buy:apartment:rooms-2","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen?roomi=2&rooma=2","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-2/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"52401","buy:apartment:rooms-3","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen?roomi=3&rooma=3","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-3/deutschland/ad02de1"
"52401","buy:apartment:rooms-3","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen?roomi=3&rooma=3","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-3/hamburg/hamburg-20095/ad08de1113"
"52401","buy:apartment:rooms-3","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen?roomi=3&rooma=3","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-3/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"12127","buy:apartment:rooms-4","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen?roomi=4&rooma=4","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-4/deutschland/ad02de1"
"12127","buy:apartment:rooms-4","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen?roomi=4&rooma=4","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-4/hamburg/hamburg-20095/ad08de1113"
"12127","buy:apartment:rooms-4","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen?roomi=4&rooma=4","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-4/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"34301","buy:apartment:rooms-5","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen?roomi=5&rooma=5","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-5/deutschland/ad02de1"
"34301","buy:apartment:rooms-5","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen?roomi=5&rooma=5","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-5/hamburg/hamburg-20095/ad08de1113"
"34301","buy:apartment:rooms-5","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen?roomi=5&rooma=5","https://www.immowelt.de/suche/kaufen/wohnung/zimmer-5/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"24867","buy:apartment:loft","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/loft","https://www.immowelt.de/suche/kaufen/wohnung/loft/deutschland/ad02de1"
"24867","buy:apartment:loft","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/loft","https://www.immowelt.de/suche/kaufen/wohnung/loft/hamburg/hamburg-20095/ad08de1113"
"24867","buy:apartment:loft","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/loft","https://www.immowelt.de/suche/kaufen/wohnung/loft/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"57439","buy:apartment:multistorey","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/maisonette","https://www.immowelt.de/suche/kaufen/wohnung/mehrgeschosswohnung/deutschland/ad02de1"
"57439","buy:apartment:multistorey","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/maisonette","https://www.immowelt.de/suche/kaufen/wohnung/mehrgeschosswohnung/hamburg/hamburg-20095/ad08de1113"
"57439","buy:apartment:multistorey","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/maisonette","https://www.immowelt.de/suche/kaufen/wohnung/mehrgeschosswohnung/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"14952","buy:apartment:penthouse","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/penthouse","https://www.immowelt.de/suche/kaufen/wohnung/penthouse/deutschland/ad02de1"
"14952","buy:apartment:penthouse","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/penthouse","https://www.immowelt.de/suche/kaufen/wohnung/penthouse/hamburg/hamburg-20095/ad08de1113"
"14952","buy:apartment:penthouse","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/penthouse","https://www.immowelt.de/suche/kaufen/wohnung/penthouse/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"23717","buy:apartment:terrace","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/wohnungen/kaufen/terrassenwohnung","https://www.immowelt.de/suche/kaufen/wohnung/terrassenwohnung/deutschland/ad02de1"
"23717","buy:apartment:terrace","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/wohnungen/kaufen/terrassenwohnung","https://www.immowelt.de/suche/kaufen/wohnung/terrassenwohnung/hamburg/hamburg-20095/ad08de1113"
"23717","buy:apartment:terrace","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/wohnungen/kaufen/terrassenwohnung","https://www.immowelt.de/suche/kaufen/wohnung/terrassenwohnung/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"32209","buy:empty","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/immobilien/kaufen","https://www.immowelt.de/suche/kaufen/immobilien/deutschland/ad02de1"
"32209","buy:empty","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/immobilien/kaufen","https://www.immowelt.de/suche/kaufen/immobilien/hamburg/hamburg-20095/ad08de1113"
"32209","buy:empty","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/immobilien/kaufen","https://www.immowelt.de/suche/kaufen/immobilien/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"72262","buy:empty:garden","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/immobilien/kaufen/wl-only-empty-garden","https://www.immowelt.de/suche/kaufen/immobilien/mit-garten/deutschland/ad02de1"
"72262","buy:empty:garden","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/immobilien/kaufen/wl-only-empty-garden","https://www.immowelt.de/suche/kaufen/immobilien/mit-garten/hamburg/hamburg-20095/ad08de1113"
"72262","buy:empty:garden","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/immobilien/kaufen/wl-only-empty-garden","https://www.immowelt.de/suche/kaufen/immobilien/mit-garten/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"56225","buy:empty:investment","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/renditeobjekte/kaufen","https://www.immowelt.de/suche/kaufen/immobilien/kapitalanlage/deutschland/ad02de1"
"56225","buy:empty:investment","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/renditeobjekte/kaufen","https://www.immowelt.de/suche/kaufen/immobilien/kapitalanlage/hamburg/hamburg-20095/ad08de1113"
"56225","buy:empty:investment","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/renditeobjekte/kaufen","https://www.immowelt.de/suche/kaufen/immobilien/kapitalanlage/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"91834","buy:empty:newbuild","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/neubauprojekte","https://www.immowelt.de/suche/kaufen/immobilien/neubau/deutschland/ad02de1"
"91834","buy:empty:newbuild","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/neubauprojekte","https://www.immowelt.de/suche/kaufen/immobilien/neubau/hamburg/hamburg-20095/ad08de1113"
"91834","buy:empty:newbuild","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/neubauprojekte","https://www.immowelt.de/suche/kaufen/immobilien/neubau/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"36247","buy:empty:privateseller","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/immobilien/kaufen/immobilie-von-privat","https://www.immowelt.de/suche/kaufen/immobilien/privat/deutschland/ad02de1"
"36247","buy:empty:privateseller","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/immobilien/kaufen/immobilie-von-privat","https://www.immowelt.de/suche/kaufen/immobilien/privat/hamburg/hamburg-20095/ad08de1113"
"36247","buy:empty:privateseller","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/immobilien/kaufen/immobilie-von-privat","https://www.immowelt.de/suche/kaufen/immobilien/privat/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"32385","buy:gastronomyhotel","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/gastronomie-hotels/kaufen","https://www.immowelt.de/suche/kaufen/hotel-gastro/deutschland/ad02de1"
"32385","buy:gastronomyhotel","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/gastronomie-hotels/kaufen","https://www.immowelt.de/suche/kaufen/hotel-gastro/hamburg/hamburg-20095/ad08de1113"
"32385","buy:gastronomyhotel","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/gastronomie-hotels/kaufen","https://www.immowelt.de/suche/kaufen/hotel-gastro/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"70930","buy:gastronomyhotel:cafebarpub","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/gastronomie-hotels/kaufen/cafe","https://www.immowelt.de/suche/kaufen/hotel-gastro/cafe-bar/deutschland/ad02de1"
"70930","buy:gastronomyhotel:cafebarpub","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/gastronomie-hotels/kaufen/cafe","https://www.immowelt.de/suche/kaufen/hotel-gastro/cafe-bar/hamburg/hamburg-20095/ad08de1113"
"78538","buy:gastronomyhotel:hotel","Country","AD02DE1","Deutschland","deutschland/","https://www.immowelt.de/suche/deutschland/gastronomie-hotels/kaufen/wl-only","https://www.immowelt.de/suche/kaufen/hotel-gastro/hotel/deutschland/ad02de1"
"78538","buy:gastronomyhotel:hotel","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","hamburg/","https://www.immowelt.de/suche/hamburg/gastronomie-hotels/kaufen/wl-only","https://www.immowelt.de/suche/kaufen/hotel-gastro/hotel/hamburg/hamburg-20095/ad08de1113"
"78538","buy:gastronomyhotel:hotel","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","hamburg-rahlstedt/","https://www.immowelt.de/suche/hamburg-rahlstedt/gastronomie-hotels/kaufen/wl-only","https://www.immowelt.de/suche/kaufen/hotel-gastro/hotel/hamburg-20095/rahlstedt-22145/nbh2de91295303"
